,longitude,latitude,season,VHM0,VMDR
72,105.16666666666664,-1.4166666666666714,SON,0.18514422,136.96164
73,105.25,-2.25,SON,0.07179925,192.84904
74,105.25,-2.1666666666666714,SON,0.078674234,191.1902
75,105.25,-1.8333333333333428,SON,0.08711541,152.71259
76,105.25,-1.75,SON,0.10220466,152.71259
77,105.25,-1.6666666666666714,SON,0.1177611,147.2735
78,105.25,-1.5833333333333428,SON,0.13302897,147.8492
79,105.25,-1.5,SON,0.1485989,140.48897
80,105.25,-1.4166666666666714,SON,0.16311806,136.96164
81,105.33333333333331,-2.25,SON,0.06800796,191.21632
82,105.33333333333331,-2.1666666666666714,SON,0.070006594,187.48764
83,105.33333333333331,-1.75,SON,0.08044638,195.55913
84,105.33333333333331,-1.6666666666666714,SON,0.09388061,182.53535
85,105.33333333333331,-1.5833333333333428,SON,0.11100281,155.21562
86,105.33333333333331,-1.5,SON,0.13291903,144.50443
87,105.33333333333331,-1.4166666666666714,SON,0.15170325,140.11867
88,105.41666666666664,-2.25,SON,0.06802851,185.67836
89,105.41666666666664,-2.1666666666666714,SON,0.06771259,183.44807
90,105.41666666666664,-1.5,SON,0.11930634,142.38588
91,105.41666666666664,-1.4166666666666714,SON,0.14510986,136.8294
92,105.5,-2.25,SON,0.06909987,181.59326
93,105.5,-2.1666666666666714,SON,0.06673722,181.59326
94,105.5,-1.5,SON,0.106421724,137.6103
95,105.5,-1.4166666666666714,SON,0.14259607,131.46465
96,105.58333333333331,-2.25,SON,0.06924406,182.67894
97,105.58333333333331,-2.1666666666666714,SON,0.06373581,183.23041
98,105.58333333333331,-1.5,SON,0.11105779,119.83517
99,105.58333333333331,-1.4166666666666714,SON,0.15310436,121.603935
100,105.66666666666664,-2.333333333333343,SON,0.063433565,186.47266
101,105.66666666666664,-2.25,SON,0.06381826,186.47266
102,105.66666666666664,-2.1666666666666714,SON,0.056249604,188.14859
103,105.66666666666664,-1.5,SON,0.11993819,113.08168
104,105.66666666666664,-1.4166666666666714,SON,0.16890115,114.12279
105,105.75,-2.583333333333343,SON,0.054148003,167.09508
106,105.75,-2.5,SON,0.062389657,172.44438
107,105.75,-2.4166666666666714,SON,0.059223436,182.17957
108,105.75,-2.333333333333343,SON,0.05648314,186.47266
109,105.75,-2.25,SON,0.05448463,186.47266
110,105.75,-2.1666666666666714,SON,0.048159093,188.14859
111,105.75,-1.5,SON,0.13015798,113.08168
112,105.75,-1.4166666666666714,SON,0.19242425,114.12279
113,105.83333333333331,-2.833333333333343,SON,0.06129093,151.23627
114,105.83333333333331,-2.75,SON,0.06153134,151.23627
115,105.83333333333331,-2.6666666666666714,SON,0.05567276,159.38998
116,105.83333333333331,-2.583333333333343,SON,0.05219757,171.43295
117,105.83333333333331,-2.5,SON,0.05497907,178.74979
118,105.83333333333331,-2.4166666666666714,SON,0.05166862,185.85342
119,105.83333333333331,-2.333333333333343,SON,0.045583677,192.78232
120,105.83333333333331,-1.5,SON,0.15036392,107.427345
121,105.83333333333331,-1.4166666666666714,SON,0.22467718,108.17337
122,105.91666666666664,-3.583333333333343,SON,0.2220808,128.3946
123,105.91666666666664,-3.5,SON,0.23115383,129.91064
124,105.91666666666664,-3.4166666666666714,SON,0.21615362,130.8756
125,105.91666666666664,-2.833333333333343,SON,0.074683905,155.15282
126,105.91666666666664,-1.5,SON,0.19126382,107.91588
127,105.91666666666664,-1.4166666666666714,SON,0.2643406,116.79009
128,106.0,-3.583333333333343,SON,0.25603718,136.85535
129,106.0,-3.5,SON,0.2614903,137.40346
130,106.0,-3.4166666666666714,SON,0.25383937,137.80003
131,106.0,-2.833333333333343,SON,0.09029517,154.90768
132,106.0,-1.5,SON,0.25608534,118.44165
133,106.0,-1.4166666666666714,SON,0.30496538,127.901886
134,106.08333333333331,-3.583333333333343,SON,0.28737617,141.97874
135,106.08333333333331,-3.5,SON,0.28558353,143.23634
136,106.08333333333331,-3.4166666666666714,SON,0.2807621,143.41469
137,106.08333333333331,-3.333333333333343,SON,0.2626785,144.35616
138,106.08333333333331,-2.833333333333343,SON,0.11384619,160.94232
139,106.08333333333331,-1.5833333333333428,SON,0.21925834,128.73567
140,106.08333333333331,-1.5,SON,0.2870879,134.22713
141,106.08333333333331,-1.4166666666666714,SON,0.32449844,139.70975
142,106.16666666666664,-3.583333333333343,SON,0.3082691,147.0807
143,106.16666666666664,-3.5,SON,0.3039769,148.30525
144,106.16666666666664,-3.4166666666666714,SON,0.2997457,148.38416
145,106.16666666666664,-3.333333333333343,SON,0.28736955,149.53064
146,106.16666666666664,-3.25,SON,0.25945744,149.53064
147,106.16666666666664,-3.1666666666666714,SON,0.23655923,151.89357
148,106.16666666666664,-3.083333333333343,SON,0.23182012,154.12161
149,106.16666666666664,-3.0,SON,0.2194851,157.7611
150,106.16666666666664,-2.9166666666666714,SON,0.18359876,160.60283
151,106.16666666666664,-1.6666666666666714,SON,0.21587896,132.8901
152,106.16666666666664,-1.5833333333333428,SON,0.24857816,140.0038
153,106.16666666666664,-1.5,SON,0.3087984,146.0849
154,106.16666666666664,-1.4166666666666714,SON,0.3384066,151.41774
155,106.25,-3.583333333333343,SON,0.32353723,147.0807
156,106.25,-3.5,SON,0.3187087,148.30525
157,106.25,-3.4166666666666714,SON,0.31374323,148.38416
158,106.25,-3.333333333333343,SON,0.30313888,149.53064
159,106.25,-3.25,SON,0.2807418,149.53064
160,106.25,-3.1666666666666714,SON,0.25807038,151.89357
161,106.25,-3.083333333333343,SON,0.24285012,154.12161
162,106.25,-3.0,SON,0.21987617,157.7611
163,106.25,-2.9166666666666714,SON,0.17975275,160.60283
164,106.25,-2.083333333333343,SON,0.13594785,89.01475
165,106.25,-2.0,SON,0.15975276,101.992935
166,106.25,-1.916666666666672,SON,0.1967721,114.443695
167,106.25,-1.8333333333333428,SON,0.20754826,123.821396
168,106.25,-1.75,SON,0.22545318,123.821396
169,106.25,-1.6666666666666714,SON,0.2554667,132.8901
170,106.25,-1.5833333333333428,SON,0.2898627,140.0038
171,106.25,-1.5,SON,0.32827616,146.0849
172,106.25,-1.4166666666666714,SON,0.34977308,151.41774
173,106.33333333333331,-3.583333333333343,SON,0.33558404,151.48259
174,106.33333333333331,-3.5,SON,0.33143547,152.0996
175,106.33333333333331,-3.4166666666666714,SON,0.32545322,152.14076
176,106.33333333333331,-3.333333333333343,SON,0.31508243,152.46329
177,106.33333333333331,-3.25,SON,0.29650432,152.46329
178,106.33333333333331,-3.1666666666666714,SON,0.2738739,154.7955
179,106.33333333333331,-3.083333333333343,SON,0.24828333,157.83
180,106.33333333333331,-2.25,SON,0.124244556,98.35816
181,106.33333333333331,-2.1666666666666714,SON,0.14509624,109.78893
182,106.33333333333331,-2.083333333333343,SON,0.16864009,115.861465
183,106.33333333333331,-2.0,SON,0.19400422,120.95656
184,106.33333333333331,-1.916666666666672,SON,0.23158687,121.23374
185,106.33333333333331,-1.8333333333333428,SON,0.2491829,130.1432
186,106.33333333333331,-1.75,SON,0.26714987,130.1432
187,106.33333333333331,-1.6666666666666714,SON,0.29429948,139.25403
188,106.33333333333331,-1.5833333333333428,SON,0.32593405,146.01721
189,106.33333333333331,-1.5,SON,0.34374294,155.56952
190,106.33333333333331,-1.4166666666666714,SON,0.35794666,159.44951
191,106.41666666666664,-3.583333333333343,SON,0.34590656,153.72514
192,106.41666666666664,-3.5,SON,0.34331748,154.44038
193,106.41666666666664,-3.4166666666666714,SON,0.3364011,154.47455
194,106.41666666666664,-3.333333333333343,SON,0.3263392,155.17746
195,106.41666666666664,-3.25,SON,0.31177863,155.17746
196,106.41666666666664,-3.1666666666666714,SON,0.2889424,156.9945
197,106.41666666666664,-2.333333333333343,SON,0.12149723,124.96299
198,106.41666666666664,-2.25,SON,0.14657299,124.96299
199,106.41666666666664,-2.1666666666666714,SON,0.17131178,128.50217
200,106.41666666666664,-2.083333333333343,SON,0.19971848,127.65016
201,106.41666666666664,-2.0,SON,0.22936144,130.9862
202,106.41666666666664,-1.916666666666672,SON,0.2614698,135.79059
203,106.41666666666664,-1.8333333333333428,SON,0.28388047,144.7157
204,106.41666666666664,-1.75,SON,0.30319372,144.7157
205,106.41666666666664,-1.6666666666666714,SON,0.32156584,151.91287
206,106.41666666666664,-1.5833333333333428,SON,0.33850273,157.93616
207,106.41666666666664,-1.5,SON,0.3511812,164.05177
208,106.41666666666664,-1.4166666666666714,SON,0.36133277,167.4012
209,106.5,-3.583333333333343,SON,0.35826918,155.03058
210,106.5,-3.5,SON,0.35553566,155.47028
211,106.5,-3.4166666666666714,SON,0.3486951,155.81267
212,106.5,-3.333333333333343,SON,0.3384202,156.76715
213,106.5,-3.25,SON,0.3231456,158.51219
214,106.5,-3.1666666666666714,SON,0.29794666,158.51219
215,106.5,-2.333333333333343,SON,0.13900429,143.07938
216,106.5,-2.25,SON,0.16464993,142.75734
217,106.5,-2.1666666666666714,SON,0.19367428,142.75734
218,106.5,-2.083333333333343,SON,0.22760324,142.7136
219,106.5,-2.0,SON,0.25897634,149.11234
220,106.5,-1.916666666666672,SON,0.28134596,154.25418
221,106.5,-1.8333333333333428,SON,0.30009627,159.76666
222,106.5,-1.75,SON,0.31642175,163.45288
223,106.5,-1.6666666666666714,SON,0.33041903,163.45288
224,106.5,-1.5833333333333428,SON,0.34309754,167.15935
225,106.5,-1.5,SON,0.3532347,171.29784
226,106.5,-1.4166666666666714,SON,0.36089945,174.91293
227,106.58333333333331,-3.583333333333343,SON,0.37337226,155.62439
228,106.58333333333331,-3.5,SON,0.36888048,156.19655
229,106.58333333333331,-3.4166666666666714,SON,0.35935426,156.78455
230,106.58333333333331,-3.333333333333343,SON,0.34614694,158.15166
231,106.58333333333331,-3.25,SON,0.32745215,158.15166
232,106.58333333333331,-3.1666666666666714,SON,0.29611972,159.88094
233,106.58333333333331,-2.333333333333343,SON,0.15594128,152.81639
234,106.58333333333331,-2.25,SON,0.1826992,152.81639
235,106.58333333333331,-2.1666666666666714,SON,0.21382558,155.321
236,106.58333333333331,-2.083333333333343,SON,0.24876373,156.40735
237,106.58333333333331,-2.0,SON,0.27473205,161.88264
238,106.58333333333331,-1.916666666666672,SON,0.29329684,165.73254
239,106.58333333333331,-1.8333333333333428,SON,0.30890116,169.11485
240,106.58333333333331,-1.75,SON,0.32250658,169.11485
241,106.58333333333331,-1.6666666666666714,SON,0.33377075,172.88965
242,106.58333333333331,-1.5833333333333428,SON,0.34370163,177.9036
243,106.58333333333331,-1.5,SON,0.35278124,183.001
244,106.58333333333331,-1.4166666666666714,SON,0.35951215,187.99413
245,106.66666666666664,-3.583333333333343,SON,0.3874381,156.03395
246,106.66666666666664,-3.5,SON,0.38181293,156.46596
247,106.66666666666664,-3.4166666666666714,SON,0.36828998,157.56715
248,106.66666666666664,-3.333333333333343,SON,0.35138726,159.04643
249,106.66666666666664,-3.25,SON,0.32858548,159.04643
250,106.66666666666664,-3.1666666666666714,SON,0.28831726,160.99408
251,106.66666666666664,-2.833333333333343,SON,0.09189541,148.78941
252,106.66666666666664,-2.5,SON,0.107019365,153.34001
253,106.66666666666664,-2.4166666666666714,SON,0.14502089,156.35416
254,106.66666666666664,-2.333333333333343,SON,0.17268541,157.90227
255,106.66666666666664,-2.25,SON,0.20196415,157.90227
256,106.66666666666664,-2.1666666666666714,SON,0.23484942,161.02257
257,106.66666666666664,-2.083333333333343,SON,0.26646975,164.15685
258,106.66666666666664,-2.0,SON,0.28791893,168.62088
259,106.66666666666664,-1.916666666666672,SON,0.30342764,172.42471
260,106.66666666666664,-1.8333333333333428,SON,0.31634626,175.21571
261,106.66666666666664,-1.75,SON,0.32758242,175.21571
262,106.66666666666664,-1.6666666666666714,SON,0.33737633,178.50189
263,106.66666666666664,-1.5833333333333428,SON,0.34574866,181.40652
264,106.66666666666664,-1.5,SON,0.35359883,186.01239
265,106.66666666666664,-1.4166666666666714,SON,0.35946447,188.52965
