,longitude,latitude,season,thetao
77,105.16668701171876,-1.75,DJF,28.742424
78,105.16668701171876,-1.6666641235351562,DJF,28.761818
79,105.16668701171876,-1.5833282470703125,DJF,28.765032
80,105.16668701171876,-1.5,DJF,28.749777
81,105.16668701171876,-1.4166641235351562,DJF,28.725512
82,105.25,-2.3333282470703125,DJF,28.927816
83,105.25,-2.25,DJF,28.735386
84,105.25,-2.166664123535156,DJF,28.790457
85,105.25,-2.0833282470703125,DJF,28.993093
86,105.25,-1.916664123535156,DJF,28.841661
87,105.25,-1.8333282470703125,DJF,28.722023
88,105.25,-1.75,DJF,28.71303
89,105.25,-1.6666641235351562,DJF,28.74526
90,105.25,-1.5833282470703125,DJF,28.737488
91,105.25,-1.5,DJF,28.73826
92,105.25,-1.4166641235351562,DJF,28.727787
93,105.33334350585938,-2.3333282470703125,DJF,28.884111
94,105.33334350585938,-2.25,DJF,28.732903
95,105.33334350585938,-2.166664123535156,DJF,28.838827
96,105.33334350585938,-1.8333282470703125,DJF,28.756968
97,105.33334350585938,-1.75,DJF,28.70756
98,105.33334350585938,-1.6666641235351562,DJF,28.7453
99,105.33334350585938,-1.5833282470703125,DJF,28.769283
100,105.33334350585938,-1.5,DJF,28.730865
101,105.33334350585938,-1.4166641235351562,DJF,28.72743
102,105.41668701171876,-2.3333282470703125,DJF,28.88641
103,105.41668701171876,-2.25,DJF,28.746273
104,105.41668701171876,-2.166664123535156,DJF,28.88861
105,105.41668701171876,-1.5833282470703125,DJF,28.841814
106,105.41668701171876,-1.5,DJF,28.764988
107,105.41668701171876,-1.4166641235351562,DJF,28.72631
108,105.5,-2.3333282470703125,DJF,28.851183
109,105.5,-2.25,DJF,28.71878
110,105.5,-2.166664123535156,DJF,28.909529
111,105.5,-1.5833282470703125,DJF,28.861776
112,105.5,-1.5,DJF,28.79841
113,105.5,-1.4166641235351562,DJF,28.733686
114,105.58334350585938,-2.5833282470703125,DJF,29.013859
115,105.58334350585938,-2.5,DJF,28.921566
116,105.58334350585938,-2.416664123535156,DJF,28.866364
117,105.58334350585938,-2.3333282470703125,DJF,28.822666
118,105.58334350585938,-2.25,DJF,28.725023
119,105.58334350585938,-2.166664123535156,DJF,28.938198
120,105.58334350585938,-1.5833282470703125,DJF,28.863783
121,105.58334350585938,-1.5,DJF,28.798195
122,105.58334350585938,-1.4166641235351562,DJF,28.736092
123,105.66668701171876,-2.666664123535156,DJF,29.028236
124,105.66668701171876,-2.5833282470703125,DJF,28.984642
125,105.66668701171876,-2.5,DJF,28.828007
126,105.66668701171876,-2.416664123535156,DJF,28.797356
127,105.66668701171876,-2.3333282470703125,DJF,28.795742
128,105.66668701171876,-2.25,DJF,28.717949
129,105.66668701171876,-2.166664123535156,DJF,28.956442
130,105.66668701171876,-1.75,DJF,29.010277
131,105.66668701171876,-1.6666641235351562,DJF,28.92765
132,105.66668701171876,-1.5833282470703125,DJF,28.823774
133,105.66668701171876,-1.5,DJF,28.755245
134,105.66668701171876,-1.4166641235351562,DJF,28.733147
135,105.75,-2.666664123535156,DJF,29.071726
136,105.75,-2.5833282470703125,DJF,28.825527
137,105.75,-2.5,DJF,28.803118
138,105.75,-2.416664123535156,DJF,28.815155
139,105.75,-2.3333282470703125,DJF,28.819984
140,105.75,-2.25,DJF,28.833893
141,105.75,-2.166664123535156,DJF,29.030495
142,105.75,-1.75,DJF,29.038954
143,105.75,-1.6666641235351562,DJF,28.988125
144,105.75,-1.5833282470703125,DJF,28.938454
145,105.75,-1.5,DJF,28.787638
146,105.75,-1.4166641235351562,DJF,28.734327
147,105.83334350585938,-3.5833282470703125,DJF,29.533531
148,105.83334350585938,-3.5,DJF,29.504526
149,105.83334350585938,-2.916664123535156,DJF,28.870043
150,105.83334350585938,-2.8333282470703125,DJF,28.829414
151,105.83334350585938,-2.75,DJF,28.880026
152,105.83334350585938,-2.666664123535156,DJF,28.889076
153,105.83334350585938,-2.5833282470703125,DJF,28.815413
154,105.83334350585938,-2.5,DJF,29.012857
155,105.83334350585938,-2.416664123535156,DJF,28.986168
156,105.83334350585938,-2.3333282470703125,DJF,29.03897
157,105.83334350585938,-2.25,DJF,29.040642
158,105.83334350585938,-2.166664123535156,DJF,29.1456
159,105.83334350585938,-1.5,DJF,28.782593
160,105.83334350585938,-1.4166641235351562,DJF,28.733986
161,105.91668701171876,-3.5833282470703125,DJF,29.382748
162,105.91668701171876,-3.5,DJF,29.358938
163,105.91668701171876,-3.416664123535156,DJF,29.379082
164,105.91668701171876,-2.916664123535156,DJF,28.93849
165,105.91668701171876,-2.8333282470703125,DJF,28.912394
166,105.91668701171876,-2.75,DJF,29.069786
167,105.91668701171876,-2.666664123535156,DJF,28.97076
168,105.91668701171876,-2.5833282470703125,DJF,29.047726
169,105.91668701171876,-2.5,DJF,29.0691
170,105.91668701171876,-1.5,DJF,28.814867
171,105.91668701171876,-1.4166641235351562,DJF,28.728842
172,106.0,-3.5833282470703125,DJF,29.268087
173,106.0,-3.5,DJF,29.201786
174,106.0,-3.416664123535156,DJF,29.21068
175,106.0,-3.3333282470703125,DJF,29.308542
176,106.0,-3.0,DJF,28.945763
177,106.0,-2.916664123535156,DJF,28.889666
178,106.0,-2.8333282470703125,DJF,28.89399
179,106.0,-1.5833282470703125,DJF,28.838636
180,106.0,-1.5,DJF,28.754631
181,106.0,-1.4166641235351562,DJF,28.717503
182,106.08334350585938,-3.5833282470703125,DJF,29.210947
183,106.08334350585938,-3.5,DJF,29.13679
184,106.08334350585938,-3.416664123535156,DJF,29.131239
185,106.08334350585938,-3.3333282470703125,DJF,29.124058
186,106.08334350585938,-3.25,DJF,29.088663
187,106.08334350585938,-3.166664123535156,DJF,29.011234
188,106.08334350585938,-3.0833282470703125,DJF,28.944054
189,106.08334350585938,-3.0,DJF,28.90706
190,106.08334350585938,-2.916664123535156,DJF,28.904655
191,106.08334350585938,-2.8333282470703125,DJF,29.10676
192,106.08334350585938,-1.75,DJF,28.94299
193,106.08334350585938,-1.6666641235351562,DJF,28.789188
194,106.08334350585938,-1.5833282470703125,DJF,28.772438
195,106.08334350585938,-1.5,DJF,28.713226
196,106.08334350585938,-1.4166641235351562,DJF,28.704844
197,106.16668701171876,-3.5833282470703125,DJF,29.11969
198,106.16668701171876,-3.5,DJF,29.0814
199,106.16668701171876,-3.416664123535156,DJF,29.082794
200,106.16668701171876,-3.3333282470703125,DJF,29.065823
201,106.16668701171876,-3.25,DJF,29.017897
202,106.16668701171876,-3.166664123535156,DJF,28.978119
203,106.16668701171876,-3.0833282470703125,DJF,28.92606
204,106.16668701171876,-3.0,DJF,28.903503
205,106.16668701171876,-2.916664123535156,DJF,28.903551
206,106.16668701171876,-2.166664123535156,DJF,29.093946
207,106.16668701171876,-2.0833282470703125,DJF,29.00198
208,106.16668701171876,-2.0,DJF,28.914621
209,106.16668701171876,-1.916664123535156,DJF,28.85536
210,106.16668701171876,-1.8333282470703125,DJF,28.81857
211,106.16668701171876,-1.75,DJF,28.801596
212,106.16668701171876,-1.6666641235351562,DJF,28.740286
213,106.16668701171876,-1.5833282470703125,DJF,28.745043
214,106.16668701171876,-1.5,DJF,28.704306
215,106.16668701171876,-1.4166641235351562,DJF,28.712105
216,106.25,-3.5833282470703125,DJF,29.093021
217,106.25,-3.5,DJF,29.087742
218,106.25,-3.416664123535156,DJF,29.062645
219,106.25,-3.3333282470703125,DJF,29.024614
220,106.25,-3.25,DJF,28.983927
221,106.25,-3.166664123535156,DJF,28.937325
222,106.25,-3.0833282470703125,DJF,28.90799
223,106.25,-3.0,DJF,28.9053
224,106.25,-2.916664123535156,DJF,28.930092
225,106.25,-2.3333282470703125,DJF,29.037672
226,106.25,-2.25,DJF,28.965454
227,106.25,-2.166664123535156,DJF,28.941053
228,106.25,-2.0833282470703125,DJF,28.80855
229,106.25,-2.0,DJF,28.781551
230,106.25,-1.916664123535156,DJF,28.747627
231,106.25,-1.8333282470703125,DJF,28.744812
232,106.25,-1.75,DJF,28.744791
233,106.25,-1.6666641235351562,DJF,28.719797
234,106.25,-1.5833282470703125,DJF,28.73684
235,106.25,-1.5,DJF,28.705893
236,106.25,-1.4166641235351562,DJF,28.708944
237,106.33334350585938,-3.5833282470703125,DJF,29.073524
238,106.33334350585938,-3.5,DJF,29.054874
239,106.33334350585938,-3.416664123535156,DJF,29.029284
240,106.33334350585938,-3.3333282470703125,DJF,28.992126
241,106.33334350585938,-3.25,DJF,28.966452
242,106.33334350585938,-3.166664123535156,DJF,28.944601
243,106.33334350585938,-3.0833282470703125,DJF,28.955086
244,106.33334350585938,-3.0,DJF,28.994507
245,106.33334350585938,-2.916664123535156,DJF,29.068417
246,106.33334350585938,-2.416664123535156,DJF,29.008999
247,106.33334350585938,-2.3333282470703125,DJF,28.915344
248,106.33334350585938,-2.25,DJF,28.804321
249,106.33334350585938,-2.166664123535156,DJF,28.79068
250,106.33334350585938,-2.0833282470703125,DJF,28.746382
251,106.33334350585938,-2.0,DJF,28.74435
252,106.33334350585938,-1.916664123535156,DJF,28.737719
253,106.33334350585938,-1.8333282470703125,DJF,28.742414
254,106.33334350585938,-1.75,DJF,28.735151
255,106.33334350585938,-1.6666641235351562,DJF,28.722687
256,106.33334350585938,-1.5833282470703125,DJF,28.72756
257,106.33334350585938,-1.5,DJF,28.708492
258,106.33334350585938,-1.4166641235351562,DJF,28.706312
259,106.41668701171876,-3.5833282470703125,DJF,29.072968
260,106.41668701171876,-3.5,DJF,29.058176
261,106.41668701171876,-3.416664123535156,DJF,29.05073
262,106.41668701171876,-3.3333282470703125,DJF,29.029745
263,106.41668701171876,-3.25,DJF,29.022268
264,106.41668701171876,-3.166664123535156,DJF,29.025957
265,106.41668701171876,-3.0833282470703125,DJF,29.088326
266,106.41668701171876,-3.0,DJF,29.143646
267,106.41668701171876,-2.5,DJF,29.02773
268,106.41668701171876,-2.416664123535156,DJF,28.943962
269,106.41668701171876,-2.3333282470703125,DJF,28.819939
270,106.41668701171876,-2.25,DJF,28.777931
271,106.41668701171876,-2.166664123535156,DJF,28.774454
272,106.41668701171876,-2.0833282470703125,DJF,28.751793
273,106.41668701171876,-2.0,DJF,28.753998
274,106.41668701171876,-1.916664123535156,DJF,28.738882
275,106.41668701171876,-1.8333282470703125,DJF,28.736
276,106.41668701171876,-1.75,DJF,28.734612
277,106.41668701171876,-1.6666641235351562,DJF,28.721687
278,106.41668701171876,-1.5833282470703125,DJF,28.720205
279,106.41668701171876,-1.5,DJF,28.707436
280,106.41668701171876,-1.4166641235351562,DJF,28.704224
281,106.5,-3.5833282470703125,DJF,29.05542
282,106.5,-3.5,DJF,29.04361
283,106.5,-3.416664123535156,DJF,29.038689
284,106.5,-3.3333282470703125,DJF,29.026815
285,106.5,-3.25,DJF,29.02876
286,106.5,-3.166664123535156,DJF,29.047543
287,106.5,-3.0833282470703125,DJF,29.236275
288,106.5,-2.5,DJF,29.002628
289,106.5,-2.416664123535156,DJF,28.879263
290,106.5,-2.3333282470703125,DJF,28.800224
291,106.5,-2.25,DJF,28.804731
292,106.5,-2.166664123535156,DJF,28.766012
293,106.5,-2.0833282470703125,DJF,28.752756
294,106.5,-2.0,DJF,28.755184
295,106.5,-1.916664123535156,DJF,28.738077
296,106.5,-1.8333282470703125,DJF,28.733713
297,106.5,-1.75,DJF,28.726767
298,106.5,-1.6666641235351562,DJF,28.719444
299,106.5,-1.5833282470703125,DJF,28.71719
300,106.5,-1.5,DJF,28.71226
301,106.5,-1.4166641235351562,DJF,28.701612
302,106.58334350585938,-3.5833282470703125,DJF,29.002068
303,106.58334350585938,-3.5,DJF,28.988457
304,106.58334350585938,-3.416664123535156,DJF,28.971771
305,106.58334350585938,-3.3333282470703125,DJF,28.964512
306,106.58334350585938,-3.25,DJF,28.96228
307,106.58334350585938,-3.166664123535156,DJF,29.05051
308,106.58334350585938,-3.0833282470703125,DJF,29.411455
309,106.58334350585938,-2.5,DJF,28.944645
310,106.58334350585938,-2.416664123535156,DJF,28.843506
311,106.58334350585938,-2.3333282470703125,DJF,28.810991
312,106.58334350585938,-2.25,DJF,28.788778
313,106.58334350585938,-2.166664123535156,DJF,28.75392
314,106.58334350585938,-2.0833282470703125,DJF,28.751122
315,106.58334350585938,-2.0,DJF,28.748392
316,106.58334350585938,-1.916664123535156,DJF,28.73702
317,106.58334350585938,-1.8333282470703125,DJF,28.735355
318,106.58334350585938,-1.75,DJF,28.72919
319,106.58334350585938,-1.6666641235351562,DJF,28.72271
320,106.58334350585938,-1.5833282470703125,DJF,28.720184
321,106.58334350585938,-1.5,DJF,28.710297
322,106.58334350585938,-1.4166641235351562,DJF,28.69573
323,106.66668701171876,-3.5833282470703125,DJF,28.971989
324,106.66668701171876,-3.5,DJF,28.960056
325,106.66668701171876,-3.416664123535156,DJF,28.933498
326,106.66668701171876,-3.3333282470703125,DJF,28.924355
327,106.66668701171876,-3.25,DJF,28.917904
328,106.66668701171876,-3.166664123535156,DJF,28.932407
329,106.66668701171876,-2.916664123535156,DJF,29.621666
330,106.66668701171876,-2.8333282470703125,DJF,29.398973
331,106.66668701171876,-2.75,DJF,29.33038
332,106.66668701171876,-2.666664123535156,DJF,29.235735
333,106.66668701171876,-2.5,DJF,28.91639
334,106.66668701171876,-2.416664123535156,DJF,28.812866
335,106.66668701171876,-2.3333282470703125,DJF,28.779785
336,106.66668701171876,-2.25,DJF,28.765804
337,106.66668701171876,-2.166664123535156,DJF,28.753387
338,106.66668701171876,-2.0833282470703125,DJF,28.755524
339,106.66668701171876,-2.0,DJF,28.746477
340,106.66668701171876,-1.916664123535156,DJF,28.738869
341,106.66668701171876,-1.8333282470703125,DJF,28.735226
342,106.66668701171876,-1.75,DJF,28.729086
343,106.66668701171876,-1.6666641235351562,DJF,28.72433
344,106.66668701171876,-1.5833282470703125,DJF,28.714787
345,106.66668701171876,-1.5,DJF,28.704603
346,106.66668701171876,-1.4166641235351562,DJF,28.695957
